更新日期,更新時間,其他國家/地區,個案/確診個案數目,確診個案中的死亡個案,備註
16/03/2020,9:00,文萊,40,0,
16/03/2020,9:00,保加利亞,43,2,
16/03/2020,9:00,布基納法索,3,0,
16/03/2020,9:00,柬埔寨,7,0,
16/03/2020,9:00,喀麥隆,3,0,
16/03/2020,9:00,加拿大,304,1,
16/03/2020,9:00,開曼群島,1,0,
16/03/2020,9:00,中非共和國,1,0,
16/03/2020,9:00,智利,61,0,
16/03/2020,9:00,哥倫比亞,24,0,
16/03/2020,9:00,剛果,1,0,
16/03/2020,9:00,哥斯達黎加,23,0,
16/03/2020,9:00,象牙海岸,3,0,
16/03/2020,9:00,克羅地亞,31,0,
16/03/2020,9:00,古巴,4,0,
16/03/2020,9:00,庫拉索,2,0,
16/03/2020,9:00,塞浦路斯,26,0,
16/03/2020,9:00,捷克,253,0,
16/03/2020,9:00,剛果民主共和國,2,0,
16/03/2020,9:00,丹麥,864,1,
16/03/2020,9:00,多米尼加共和國,5,0,
16/03/2020,9:00,厄瓜多爾,23,0,
16/03/2020,9:00,埃及,93,2,
16/03/2020,9:00,赤道幾內亞,1,0,
16/03/2020,9:00,愛沙尼亞,79,0,
16/03/2020,9:00,斯威士蘭,1,0,
16/03/2020,9:00,埃塞俄比亞,1,0,
16/03/2020,9:00,法羅群島,9,0,
16/03/2020,9:00,芬蘭,241,0,
16/03/2020,9:00,法國,5923,126,
16/03/2020,9:00,法屬圭亞那,7,0,
16/03/2020,9:00,法屬波利尼西亞,3,0,
16/03/2020,9:00,加蓬,1,0,
16/03/2020,9:00,格魯吉亞,33,0,
16/03/2020,9:00,德國,4838,12,
16/03/2020,9:00,加納,2,0,
16/03/2020,9:00,直布羅陀,1,0,
16/03/2020,9:00,希臘,331,2,
16/03/2020,9:00,瓜地洛普,3,0,
16/03/2020,9:00,根西島,1,0,
16/03/2020,9:00,畿內亞,1,0,
16/03/2020,9:00,圭亞那,1,1,
16/03/2020,9:00,教廷,1,0,
16/03/2020,9:00,洪都拉斯,2,0,
16/03/2020,9:00,香港特別行政區,149,4,包括1宗疑似個案
16/03/2020,9:00,匈牙利,32,0,
16/03/2020,9:00,冰島,138,0,
16/03/2020,9:00,印度,107,2,
16/03/2020,9:00,印尼,117,4,
16/03/2020,9:00,伊朗,13938,724,
16/03/2020,9:00,伊拉克,93,9,
16/03/2020,9:00,愛爾蘭,169,2,
16/03/2020,9:00,以色列,200,0,
16/03/2020,9:00,意大利,24747,1809,
16/03/2020,9:00,牙買加,8,0,
16/03/2020,9:00,日本,814,24,不包括712宗確診個案為郵輪乘客/船員 (當中包括7宗死亡個案)
16/03/2020,9:00,澤西,2,0,
16/03/2020,9:00,約旦,1,0,
16/03/2020,9:00,哈薩克斯坦,6,0,
16/03/2020,9:00,肯雅,1,0,
16/03/2020,9:00,科威特,112,0,
16/03/2020,9:00,拉脫維亞,30,0,
16/03/2020,9:00,黎巴嫩,93,3,
16/03/2020,9:00,列支敦士登,4,0,
16/03/2020,9:00,立陶宛,9,0,
16/03/2020,9:00,盧森堡,19,1,
16/03/2020,9:00,澳門特別行政區,11,0,
16/03/2020,9:00,馬來西亞,428,0,
16/03/2020,9:00,馬爾代夫,10,0,
16/03/2020,9:00,馬耳他,21,0,
16/03/2020,9:00,馬提尼克島,10,0,
16/03/2020,9:00,毛里塔尼亞,1,0,
16/03/2020,9:00,馬約特島,1,0,
16/03/2020,9:00,墨西哥,41,0,
16/03/2020,9:00,摩納哥,2,0,
16/03/2020,9:00,蒙古,1,0,
16/03/2020,9:00,摩洛哥,18,1,
16/03/2020,9:00,納米比亞,2,0,
16/03/2020,9:00,尼泊爾,1,0,
16/03/2020,9:00,荷蘭,1135,20,
16/03/2020,9:00,新西蘭,6,0,
16/03/2020,9:00,尼日利亞,2,0,
16/03/2020,9:00,北馬其頓,13,0,
16/03/2020,9:00,挪威,1077,1,
16/03/2020,9:00,巴勒斯坦,38,0,
16/03/2020,9:00,阿曼,20,0,
16/03/2020,9:00,巴基斯坦,28,0,
16/03/2020,9:00,巴拿馬,27,1,
16/03/2020,9:00,巴拉圭,6,0,
16/03/2020,9:00,秘魯,43,0,
16/03/2020,9:00,菲律賓,140,12,
16/03/2020,9:00,波蘭,111,3,
16/03/2020,9:00,葡萄牙,112,0,
16/03/2020,9:00,波多黎各,3,0,
16/03/2020,9:00,卡塔爾,401,0,
16/03/2020,9:00,韓國,8162,75,
16/03/2020,9:00,摩爾多瓦共和國,23,0,
16/03/2020,9:00,留尼旺島,6,0,
16/03/2020,9:00,羅馬尼亞,123,0,
16/03/2020,9:00,俄羅斯,34,0,
16/03/2020,9:00,聖巴泰勒米,1,0,
16/03/2020,9:00,聖馬丁,2,0,
16/03/2020,9:00,聖文森特和格林納丁斯,1,0,
16/03/2020,9:00,聖馬力諾,77,5,
16/03/2020,9:00,沙特阿拉伯,103,0,
16/03/2020,9:00,塞內加爾,21,0,
16/03/2020,9:00,塞爾維亞,46,0,
16/03/2020,9:00,新加坡,226,0,
16/03/2020,9:00,斯洛伐克,61,0,
16/03/2020,9:00,斯洛文尼亞,57,0,
16/03/2020,9:00,南非,38,0,
16/03/2020,9:00,西班牙,7753,288,
16/03/2020,9:00,斯里蘭卡,11,0,
16/03/2020,9:00,蘇丹,1,0,
16/03/2020,9:00,瑞典,992,0,
16/03/2020,9:00,瑞士,1562,13,
16/03/2020,9:00,台灣,59,1,
16/03/2020,9:00,泰國,75,1,
16/03/2020,9:00,英國,1372,35,
16/03/2020,9:00,多哥,1,0,
16/03/2020,9:00,千里達及多巴哥,1,0,
16/03/2020,9:00,突尼斯,16,0,
16/03/2020,9:00,土耳其,5,0,
16/03/2020,9:00,烏克蘭,3,1,
16/03/2020,9:00,阿聯酋,85,0,
16/03/2020,9:00,美國,1629,41,不包括美國包機返國人士：46宗(鑽石公主號)和3宗(武漢)
16/03/2020,9:00,委內瑞拉,2,0,
16/03/2020,9:00,越南,53,0,
16/03/2020,18:00,阿富汗,10,0,
16/03/2020,18:00,阿爾巴尼亞,42,1,
16/03/2020,18:00,阿爾及利亞,37,3,
16/03/2020,18:00,安道爾,2,0,
16/03/2020,18:00,安提瓜和巴布達,1,0,
16/03/2020,18:00,阿根廷,45,2,
16/03/2020,18:00,亞美尼亞,26,0,
16/03/2020,18:00,澳洲,298,5,
16/03/2020,18:00,奧地利,860,1,
16/03/2020,18:00,阿塞拜疆,19,0,
16/03/2020,18:00,巴林,214,0,
16/03/2020,18:00,孟加拉,3,0,
16/03/2020,18:00,白俄羅斯,21,0,
16/03/2020,18:00,比利時,886,4,
16/03/2020,18:00,不丹,1,0,
16/03/2020,18:00,玻利維亞,3,0,
16/03/2020,18:00,波斯尼亞和黑塞哥維那,18,0,
16/03/2020,18:00,巴西,121,0,
16/03/2020,18:00,文萊,40,0,
16/03/2020,18:00,保加利亞,43,2,
16/03/2020,18:00,布基納法索,3,0,
16/03/2020,18:00,柬埔寨,7,0,
16/03/2020,18:00,喀麥隆,3,0,
16/03/2020,18:00,加拿大,304,1,
16/03/2020,18:00,開曼群島,1,0,
16/03/2020,18:00,中非共和國,1,0,
16/03/2020,18:00,智利,61,0,
16/03/2020,18:00,哥倫比亞,24,0,
16/03/2020,18:00,剛果,1,0,
16/03/2020,18:00,哥斯達黎加,23,0,
16/03/2020,18:00,象牙海岸,3,0,
16/03/2020,18:00,克羅地亞,31,0,
16/03/2020,18:00,古巴,4,0,
16/03/2020,18:00,庫拉索,2,0,
16/03/2020,18:00,塞浦路斯,26,0,
16/03/2020,18:00,捷克,253,0,
16/03/2020,18:00,剛果民主共和國,2,0,
16/03/2020,18:00,丹麥,864,1,
16/03/2020,18:00,多米尼加共和國,5,0,
16/03/2020,18:00,厄瓜多爾,23,0,
16/03/2020,18:00,埃及,110,2,
16/03/2020,18:00,赤道幾內亞,1,0,
16/03/2020,18:00,愛沙尼亞,171,0,
16/03/2020,18:00,斯威士蘭,1,0,
16/03/2020,18:00,埃塞俄比亞,1,0,
16/03/2020,18:00,法羅群島,9,0,
16/03/2020,18:00,芬蘭,241,0,
16/03/2020,18:00,法國,5923,126,
16/03/2020,18:00,法屬圭亞那,7,0,
16/03/2020,18:00,法屬波利尼西亞,3,0,
16/03/2020,18:00,加蓬,1,0,
16/03/2020,18:00,格魯吉亞,33,0,
16/03/2020,18:00,德國,4838,12,
16/03/2020,18:00,加納,2,0,
16/03/2020,18:00,直布羅陀,1,0,
16/03/2020,18:00,希臘,331,4,
16/03/2020,18:00,瓜地洛普,3,0,
16/03/2020,18:00,根西島,1,0,
16/03/2020,18:00,畿內亞,1,0,
16/03/2020,18:00,圭亞那,1,1,
16/03/2020,18:00,教廷,1,0,
16/03/2020,18:00,洪都拉斯,2,0,
16/03/2020,18:00,香港特別行政區,156,4,包括1宗疑似個案
16/03/2020,18:00,匈牙利,32,0,
16/03/2020,18:00,冰島,138,0,
16/03/2020,18:00,印度,107,2,
16/03/2020,18:00,印尼,117,4,
16/03/2020,18:00,伊朗,13938,724,
16/03/2020,18:00,伊拉克,93,9,
16/03/2020,18:00,愛爾蘭,169,2,
16/03/2020,18:00,以色列,200,0,
16/03/2020,18:00,意大利,24747,1809,
16/03/2020,18:00,牙買加,8,0,
16/03/2020,18:00,日本,814,24,不包括712宗確診個案為郵輪乘客/船員 (當中包括7宗死亡個案)
16/03/2020,18:00,澤西,2,0,
16/03/2020,18:00,約旦,1,0,
16/03/2020,18:00,哈薩克斯坦,6,0,
16/03/2020,18:00,肯雅,1,0,
16/03/2020,18:00,科威特,112,0,
16/03/2020,18:00,拉脫維亞,30,0,
16/03/2020,18:00,黎巴嫩,93,3,
16/03/2020,18:00,列支敦士登,4,0,
16/03/2020,18:00,立陶宛,9,0,
16/03/2020,18:00,盧森堡,19,1,
16/03/2020,18:00,澳門特別行政區,11,0,
16/03/2020,18:00,馬來西亞,428,0,
16/03/2020,18:00,馬爾代夫,10,0,
16/03/2020,18:00,馬耳他,21,0,
16/03/2020,18:00,馬提尼克島,10,0,
16/03/2020,18:00,毛里塔尼亞,1,0,
16/03/2020,18:00,馬約特島,1,0,
16/03/2020,18:00,墨西哥,41,0,
16/03/2020,18:00,摩納哥,2,0,
16/03/2020,18:00,蒙古,1,0,
16/03/2020,18:00,摩洛哥,18,1,
16/03/2020,18:00,納米比亞,2,0,
16/03/2020,18:00,尼泊爾,1,0,
16/03/2020,18:00,荷蘭,1135,20,
16/03/2020,18:00,新西蘭,6,0,
16/03/2020,18:00,尼日利亞,2,0,
16/03/2020,18:00,北馬其頓,13,0,
16/03/2020,18:00,挪威,1077,1,
16/03/2020,18:00,巴勒斯坦,38,0,
16/03/2020,18:00,阿曼,20,0,
16/03/2020,18:00,巴基斯坦,28,0,
16/03/2020,18:00,巴拿馬,27,1,
16/03/2020,18:00,巴拉圭,6,0,
16/03/2020,18:00,秘魯,43,0,
16/03/2020,18:00,菲律賓,140,12,
16/03/2020,18:00,波蘭,111,3,
16/03/2020,18:00,葡萄牙,112,0,
16/03/2020,18:00,波多黎各,3,0,
16/03/2020,18:00,卡塔爾,401,0,
16/03/2020,18:00,韓國,8236,75,
16/03/2020,18:00,摩爾多瓦共和國,23,0,
16/03/2020,18:00,留尼旺島,6,0,
16/03/2020,18:00,羅馬尼亞,139,0,
16/03/2020,18:00,俄羅斯,34,0,
16/03/2020,18:00,聖巴泰勒米,1,0,
16/03/2020,18:00,聖馬丁,2,0,
16/03/2020,18:00,聖文森特和格林納丁斯,1,0,
16/03/2020,18:00,聖馬力諾,77,5,
16/03/2020,18:00,沙特阿拉伯,103,0,
16/03/2020,18:00,塞內加爾,21,0,
16/03/2020,18:00,塞爾維亞,46,0,
16/03/2020,18:00,新加坡,226,0,
16/03/2020,18:00,斯洛伐克,61,0,
16/03/2020,18:00,斯洛文尼亞,219,0,
16/03/2020,18:00,南非,38,0,
16/03/2020,18:00,西班牙,7753,288,
16/03/2020,18:00,斯里蘭卡,11,0,
16/03/2020,18:00,蘇丹,1,0,
16/03/2020,18:00,瑞典,992,0,
16/03/2020,18:00,瑞士,2200,13,
16/03/2020,18:00,台灣,59,1,
16/03/2020,18:00,泰國,114,1,
16/03/2020,18:00,英國,1391,35,
16/03/2020,18:00,多哥,1,0,
16/03/2020,18:00,千里達及多巴哥,1,0,
16/03/2020,18:00,突尼斯,16,0,
16/03/2020,18:00,土耳其,5,0,
16/03/2020,18:00,烏克蘭,3,1,
16/03/2020,18:00,阿聯酋,85,0,
16/03/2020,18:00,美國,1629,41,不包括美國包機返國人士：46宗(鑽石公主號)和3宗(武漢)
16/03/2020,18:00,委內瑞拉,2,0,
16/03/2020,18:00,越南,53,0,
17/03/2020,9:00,阿富汗,16,0,
17/03/2020,9:00,阿爾巴尼亞,51,1,
17/03/2020,9:00,阿爾及利亞,49,3,
17/03/2020,9:00,安道爾,14,0,
17/03/2020,9:00,安提瓜和巴布達,1,0,
17/03/2020,9:00,阿根廷,56,2,
17/03/2020,9:00,亞美尼亞,30,0,
17/03/2020,9:00,澳洲,298,5,
17/03/2020,9:00,奧地利,1016,3,
17/03/2020,9:00,阿塞拜疆,19,0,
17/03/2020,9:00,巴林,221,1,
17/03/2020,9:00,孟加拉,5,0,
17/03/2020,9:00,白俄羅斯,36,0,
17/03/2020,9:00,比利時,1058,5,
17/03/2020,9:00,不丹,1,0,
17/03/2020,9:00,玻利維亞,11,0,
17/03/2020,9:00,波斯尼亞和黑塞哥維那,19,0,
17/03/2020,9:00,巴西,200,0,
17/03/2020,9:00,文萊,50,0,
17/03/2020,9:00,保加利亞,51,2,
17/03/2020,9:00,布基納法索,3,0,
17/03/2020,9:00,柬埔寨,12,0,
17/03/2020,9:00,喀麥隆,3,0,
17/03/2020,9:00,加拿大,324,1,
17/03/2020,9:00,開曼群島,1,1,
17/03/2020,9:00,中非共和國,1,0,
17/03/2020,9:00,智利,75,0,
17/03/2020,9:00,哥倫比亞,24,0,
17/03/2020,9:00,剛果,1,0,
17/03/2020,9:00,哥斯達黎加,23,0,
17/03/2020,9:00,象牙海岸,3,0,
17/03/2020,9:00,克羅地亞,49,0,
17/03/2020,9:00,古巴,4,0,
17/03/2020,9:00,庫拉索,2,0,
17/03/2020,9:00,塞浦路斯,33,0,
17/03/2020,9:00,捷克,298,0,
17/03/2020,9:00,剛果民主共和國,2,0,
17/03/2020,9:00,丹麥,914,1,
17/03/2020,9:00,多米尼加共和國,5,0,
17/03/2020,9:00,厄瓜多爾,37,2,
17/03/2020,9:00,埃及,126,2,
17/03/2020,9:00,赤道幾內亞,1,0,
17/03/2020,9:00,愛沙尼亞,205,0,
17/03/2020,9:00,斯威士蘭,1,0,
17/03/2020,9:00,埃塞俄比亞,1,0,
17/03/2020,9:00,法羅群島,11,0,
17/03/2020,9:00,芬蘭,272,0,
17/03/2020,9:00,法國,6633,148,
17/03/2020,9:00,法屬圭亞那,7,0,
17/03/2020,9:00,法屬波利尼西亞,3,0,
17/03/2020,9:00,加蓬,1,0,
17/03/2020,9:00,格魯吉亞,33,0,
17/03/2020,9:00,德國,6012,13,
17/03/2020,9:00,加納,2,0,
17/03/2020,9:00,直布羅陀,1,0,
17/03/2020,9:00,希臘,352,4,
17/03/2020,9:00,瓜地洛普,6,0,
17/03/2020,9:00,根西島,1,0,
17/03/2020,9:00,畿內亞,1,0,
17/03/2020,9:00,圭亞那,4,1,
17/03/2020,9:00,教廷,1,0,
17/03/2020,9:00,洪都拉斯,2,0,
17/03/2020,9:00,香港特別行政區,158,4,包括1宗疑似個案
17/03/2020,9:00,匈牙利,32,1,
17/03/2020,9:00,冰島,180,0,
17/03/2020,9:00,印度,114,2,
17/03/2020,9:00,印尼,117,4,
17/03/2020,9:00,伊朗,14991,853,
17/03/2020,9:00,伊拉克,124,9,
17/03/2020,9:00,愛爾蘭,169,2,
17/03/2020,9:00,以色列,250,0,
17/03/2020,9:00,意大利,27980,2158,
17/03/2020,9:00,牙買加,10,0,
17/03/2020,9:00,日本,829,28,不包括712宗確診個案為郵輪乘客/船員 (當中包括7宗死亡個案)
17/03/2020,9:00,澤西,2,0,
17/03/2020,9:00,約旦,6,0,
17/03/2020,9:00,哈薩克斯坦,6,0,
17/03/2020,9:00,肯雅,1,0,
17/03/2020,9:00,韓國,8320,81,
17/03/2020,9:00,科威特,112,0,
17/03/2020,9:00,拉脫維亞,34,0,
17/03/2020,9:00,黎巴嫩,99,3,
17/03/2020,9:00,列支敦士登,7,0,
17/03/2020,9:00,立陶宛,17,0,
17/03/2020,9:00,盧森堡,38,1,
17/03/2020,9:00,澳門特別行政區,11,0,
17/03/2020,9:00,馬來西亞,553,0,
17/03/2020,9:00,馬爾代夫,13,0,
17/03/2020,9:00,馬耳他,21,0,
17/03/2020,9:00,馬提尼克島,15,0,
17/03/2020,9:00,毛里塔尼亞,1,0,
17/03/2020,9:00,馬約特島,1,0,
17/03/2020,9:00,墨西哥,53,0,
17/03/2020,9:00,摩納哥,9,0,
17/03/2020,9:00,蒙古,1,0,
17/03/2020,9:00,摩洛哥,28,1,
17/03/2020,9:00,納米比亞,2,0,
17/03/2020,9:00,尼泊爾,1,0,
17/03/2020,9:00,荷蘭,1413,24,
17/03/2020,9:00,新西蘭,6,0,
17/03/2020,9:00,尼日利亞,2,0,
17/03/2020,9:00,北馬其頓,19,0,
17/03/2020,9:00,挪威,1169,3,
17/03/2020,9:00,阿曼,22,0,
17/03/2020,9:00,巴基斯坦,52,0,
17/03/2020,9:00,巴勒斯坦,38,0,
17/03/2020,9:00,巴拿馬,43,1,
17/03/2020,9:00,巴拉圭,8,0,
17/03/2020,9:00,秘魯,71,0,
17/03/2020,9:00,菲律賓,142,12,
17/03/2020,9:00,波蘭,156,3,
17/03/2020,9:00,葡萄牙,245,0,
17/03/2020,9:00,波多黎各,3,0,
17/03/2020,9:00,卡塔爾,439,0,
17/03/2020,9:00,摩爾多瓦共和國,23,0,
17/03/2020,9:00,留尼旺島,9,0,
17/03/2020,9:00,羅馬尼亞,158,0,
17/03/2020,9:00,俄羅斯,93,0,
17/03/2020,9:00,盧旺達,5,0,
17/03/2020,9:00,聖巴泰勒米,3,0,
17/03/2020,9:00,聖馬丁,2,0,
17/03/2020,9:00,聖文森特和格林納丁斯,1,0,
17/03/2020,9:00,聖馬力諾,102,5,
17/03/2020,9:00,沙特阿拉伯,103,0,
17/03/2020,9:00,塞內加爾,26,0,
17/03/2020,9:00,塞爾維亞,46,0,
17/03/2020,9:00,塞舌爾,2,0,
17/03/2020,9:00,新加坡,243,0,
17/03/2020,9:00,斯洛伐克,72,0,
17/03/2020,9:00,斯洛文尼亞,219,0,
17/03/2020,9:00,南非,51,0,
17/03/2020,9:00,西班牙,9191,309,
17/03/2020,9:00,斯里蘭卡,19,0,
17/03/2020,9:00,蘇丹,1,1,
17/03/2020,9:00,瑞典,1059,3,
17/03/2020,9:00,瑞士,1673,14,
17/03/2020,9:00,台灣,67,1,
17/03/2020,9:00,泰國,114,1,
17/03/2020,9:00,多哥,1,0,
17/03/2020,9:00,千里達及多巴哥,2,0,
17/03/2020,9:00,突尼斯,18,0,
17/03/2020,9:00,土耳其,5,0,
17/03/2020,9:00,烏克蘭,3,1,
17/03/2020,9:00,阿聯酋,98,0,
17/03/2020,9:00,英國,1547,55,
17/03/2020,9:00,美國,3487,68,不包括美國包機返國人士：46宗(鑽石公主號)和3宗(武漢)
17/03/2020,9:00,烏拉圭,4,0,
17/03/2020,9:00,烏茲別克斯坦,4,0,
17/03/2020,9:00,委內瑞拉,2,0,
17/03/2020,9:00,越南,57,0,
17/03/2020,18:00,阿富汗,16,0,
17/03/2020,18:00,阿爾巴尼亞,51,1,
17/03/2020,18:00,阿爾及利亞,49,3,
17/03/2020,18:00,安道爾,14,0,
17/03/2020,18:00,安提瓜和巴布達,1,0,
17/03/2020,18:00,阿根廷,56,2,
17/03/2020,18:00,亞美尼亞,30,0,
17/03/2020,18:00,澳洲,375,5,
17/03/2020,18:00,奧地利,1132,3,
17/03/2020,18:00,阿塞拜疆,19,0,
17/03/2020,18:00,巴林,229,1,
17/03/2020,18:00,孟加拉,5,0,
17/03/2020,18:00,白俄羅斯,36,0,
17/03/2020,18:00,比利時,1058,5,
17/03/2020,18:00,不丹,1,0,
17/03/2020,18:00,玻利維亞,11,0,
17/03/2020,18:00,波斯尼亞和黑塞哥維那,19,0,
17/03/2020,18:00,巴西,200,0,
17/03/2020,18:00,文萊,50,0,
17/03/2020,18:00,保加利亞,51,2,
17/03/2020,18:00,布基納法索,3,0,
17/03/2020,18:00,柬埔寨,12,0,
17/03/2020,18:00,喀麥隆,3,0,
17/03/2020,18:00,加拿大,424,4,
17/03/2020,18:00,開曼群島,1,1,
17/03/2020,18:00,中非共和國,1,0,
17/03/2020,18:00,智利,75,0,
17/03/2020,18:00,哥倫比亞,24,0,
17/03/2020,18:00,剛果,1,0,
17/03/2020,18:00,哥斯達黎加,23,0,
17/03/2020,18:00,象牙海岸,3,0,
17/03/2020,18:00,克羅地亞,49,0,
17/03/2020,18:00,古巴,4,0,
17/03/2020,18:00,庫拉索,2,0,
17/03/2020,18:00,塞浦路斯,33,0,
17/03/2020,18:00,捷克,298,0,
17/03/2020,18:00,剛果民主共和國,2,0,
17/03/2020,18:00,丹麥,914,1,
17/03/2020,18:00,多米尼加共和國,5,0,
17/03/2020,18:00,厄瓜多爾,37,2,
17/03/2020,18:00,埃及,126,2,
17/03/2020,18:00,赤道幾內亞,1,0,
17/03/2020,18:00,愛沙尼亞,205,0,
17/03/2020,18:00,斯威士蘭,1,0,
17/03/2020,18:00,埃塞俄比亞,1,0,
17/03/2020,18:00,法羅群島,11,0,
17/03/2020,18:00,芬蘭,272,0,
17/03/2020,18:00,法國,6633,148,
17/03/2020,18:00,法屬圭亞那,7,0,
17/03/2020,18:00,法屬波利尼西亞,3,0,
17/03/2020,18:00,加蓬,1,0,
17/03/2020,18:00,格魯吉亞,33,0,
17/03/2020,18:00,德國,6012,13,
17/03/2020,18:00,加納,2,0,
17/03/2020,18:00,直布羅陀,1,0,
17/03/2020,18:00,希臘,352,4,
17/03/2020,18:00,瓜地洛普,6,0,
17/03/2020,18:00,危地馬拉,1,1,
17/03/2020,18:00,根西島,1,0,
17/03/2020,18:00,畿內亞,1,0,
17/03/2020,18:00,圭亞那,4,1,
17/03/2020,18:00,教廷,1,0,
17/03/2020,18:00,洪都拉斯,2,0,
17/03/2020,18:00,香港特別行政區,166,4,包括1宗疑似個案
17/03/2020,18:00,匈牙利,39,1,
17/03/2020,18:00,冰島,180,0,
17/03/2020,18:00,印度,126,3,
17/03/2020,18:00,印尼,134,4,
17/03/2020,18:00,伊朗,14991,853,
17/03/2020,18:00,伊拉克,124,9,
17/03/2020,18:00,愛爾蘭,169,2,
17/03/2020,18:00,以色列,250,0,
17/03/2020,18:00,意大利,27980,2158,
17/03/2020,18:00,牙買加,10,0,
17/03/2020,18:00,日本,829,28,不包括712宗確診個案為郵輪乘客/船員 (當中包括7宗死亡個案)
17/03/2020,18:00,澤西,2,0,
17/03/2020,18:00,約旦,6,0,
17/03/2020,18:00,哈薩克斯坦,6,0,
17/03/2020,18:00,肯雅,1,0,
17/03/2020,18:00,韓國,8320,81,
17/03/2020,18:00,科威特,112,0,
17/03/2020,18:00,拉脫維亞,34,0,
17/03/2020,18:00,黎巴嫩,99,3,
17/03/2020,18:00,列支敦士登,7,0,
17/03/2020,18:00,立陶宛,17,0,
17/03/2020,18:00,盧森堡,38,1,
17/03/2020,18:00,澳門特別行政區,12,0,
17/03/2020,18:00,馬來西亞,553,0,
17/03/2020,18:00,馬爾代夫,13,0,
17/03/2020,18:00,馬耳他,21,0,
17/03/2020,18:00,馬提尼克島,15,0,
17/03/2020,18:00,毛里塔尼亞,1,0,
17/03/2020,18:00,馬約特島,1,0,
17/03/2020,18:00,墨西哥,53,0,
17/03/2020,18:00,摩納哥,9,0,
17/03/2020,18:00,蒙古,1,0,
17/03/2020,18:00,摩洛哥,28,1,
17/03/2020,18:00,納米比亞,2,0,
17/03/2020,18:00,尼泊爾,1,0,
17/03/2020,18:00,荷蘭,1413,24,
17/03/2020,18:00,新西蘭,6,0,
17/03/2020,18:00,尼日利亞,2,0,
17/03/2020,18:00,北馬其頓,19,0,
17/03/2020,18:00,挪威,1169,3,
17/03/2020,18:00,阿曼,22,0,
17/03/2020,18:00,巴基斯坦,52,0,
17/03/2020,18:00,巴勒斯坦,38,0,
17/03/2020,18:00,巴拿馬,43,1,
17/03/2020,18:00,巴拉圭,8,0,
17/03/2020,18:00,秘魯,71,0,
17/03/2020,18:00,菲律賓,187,12,
17/03/2020,18:00,波蘭,156,3,
17/03/2020,18:00,葡萄牙,245,0,
17/03/2020,18:00,波多黎各,3,0,
17/03/2020,18:00,卡塔爾,439,0,
17/03/2020,18:00,摩爾多瓦共和國,23,0,
17/03/2020,18:00,留尼旺島,9,0,
17/03/2020,18:00,羅馬尼亞,158,0,
17/03/2020,18:00,俄羅斯,93,0,
17/03/2020,18:00,盧旺達,5,0,
17/03/2020,18:00,聖巴泰勒米,3,0,
17/03/2020,18:00,聖盧西亞,1,0,
17/03/2020,18:00,聖馬丁,2,0,
17/03/2020,18:00,聖文森特和格林納丁斯,1,0,
17/03/2020,18:00,聖馬力諾,102,5,
17/03/2020,18:00,沙特阿拉伯,103,0,
17/03/2020,18:00,塞內加爾,26,0,
17/03/2020,18:00,塞爾維亞,46,0,
17/03/2020,18:00,塞舌爾,2,0,
17/03/2020,18:00,新加坡,243,0,
17/03/2020,18:00,斯洛伐克,72,0,
17/03/2020,18:00,斯洛文尼亞,219,0,
17/03/2020,18:00,南非,51,0,
17/03/2020,18:00,西班牙,9191,309,
17/03/2020,18:00,斯里蘭卡,19,0,
17/03/2020,18:00,蘇丹,1,1,
17/03/2020,18:00,蘇里南,1,0,
17/03/2020,18:00,瑞典,1059,3,
17/03/2020,18:00,瑞士,1673,14,
17/03/2020,18:00,台灣,77,1,
17/03/2020,18:00,泰國,177,1,
17/03/2020,18:00,多哥,1,0,
17/03/2020,18:00,千里達及多巴哥,2,0,
17/03/2020,18:00,突尼斯,18,0,
17/03/2020,18:00,土耳其,5,0,
17/03/2020,18:00,烏克蘭,3,1,
17/03/2020,18:00,阿聯酋,98,0,
17/03/2020,18:00,英國,1547,55,
17/03/2020,18:00,美國,3487,68,不包括美國包機返國人士：46宗(鑽石公主號)和3宗(武漢)
17/03/2020,18:00,烏拉圭,4,0,
17/03/2020,18:00,烏茲別克斯坦,4,0,
17/03/2020,18:00,委內瑞拉,2,0,
17/03/2020,18:00,越南,57,0,
18/03/2020,9:00,阿富汗,21,0,
18/03/2020,9:00,阿爾巴尼亞,55,1,
18/03/2020,9:00,阿爾及利亞,60,4,
18/03/2020,9:00,安道爾,14,0,
18/03/2020,9:00,安提瓜和巴布達,1,0,
18/03/2020,9:00,阿根廷,65,2,
18/03/2020,9:00,亞美尼亞,52,0,
18/03/2020,9:00,阿魯巴,2,0,
18/03/2020,9:00,澳洲,375,5,
18/03/2020,9:00,奧地利,1332,3,
18/03/2020,9:00,阿塞拜疆,28,0,
18/03/2020,9:00,巴哈馬,1,0,
18/03/2020,9:00,巴林,242,1,
18/03/2020,9:00,孟加拉,8,0,
18/03/2020,9:00,白俄羅斯,36,0,
18/03/2020,9:00,比利時,1243,5,
18/03/2020,9:00,貝寧,1,0,
18/03/2020,9:00,不丹,1,0,
18/03/2020,9:00,玻利維亞,11,0,
18/03/2020,9:00,波斯尼亞和黑塞哥維那,21,0,
18/03/2020,9:00,巴西,234,0,
18/03/2020,9:00,文萊,50,0,
18/03/2020,9:00,保加利亞,81,2,
18/03/2020,9:00,布基納法索,15,0,
18/03/2020,9:00,柬埔寨,24,0,
18/03/2020,9:00,喀麥隆,5,0,
